Name	Year	Female	Male
Casey	1999	1802	2043
Cassidy	1999	3395	54
Cayden	1999	20	209
Cecil	1999		133
Chandler	1999	447	2394
Channing	1999	64	47
Charley	1999	78	42
Charlie	1999	135	548
Cheyenne	1999	3779	49
Chris	1999	15	622
Christen	1999	177	40
Christian	1999	478	14775
Clare	1999	507	5
Cleo	1999	50	14
Clyde	1999		123
Cody	1999	47	7859
Colby	1999	138	1507
Connie	1999	195	
Corey	1999	86	2827
Cortney	1999	296	32
Cory	1999	55	1702
Coty	1999		74
Courtney	1999	6557	191
Cristian	1999	31	2340
Cruz	1999	25	243
Dakota	1999	1166	5092
Dale	1999	10	441
Dallas	1999	236	950
Dana	1999	1321	113
Darby	1999	298	36
Darcy	1999	145	10
Darian	1999	308	564
Darien	1999	93	385
Darnell	1999	5	313
Daryl	1999	25	211
Dean	1999		715
Dee	1999		10
Demetrius	1999	10	649
Deshawn	1999	8	445
Devan	1999	136	524
Deven	1999	42	464
Devin	1999	509	5968
Devon	1999	447	2998
Devyn	1999	320	333
Diamond	1999	2158	50
Dion	1999	14	277
Dominique	1999	1664	409
Dominque	1999	105	45
Domonique	1999	155	47
Donnie	1999	8	165
Dorian	1999	96	420
Drew	1999	395	2009
Dusty	1999	39	131
Eddie	1999		781
Eden	1999	494	62
Elisha	1999	189	284
Elliot	1999	10	428
Elliott	1999	18	382
Ellis	1999	32	180
Emerson	1999	143	168
Emery	1999	109	78
Emory	1999	68	69
Erin	1999	5222	121
Fay	1999	13	
Finley	1999	19	17
Francis	1999	117	542
Frankie	1999	116	265
Freddie	1999	6	177
Gail	1999	41	
Gale	1999	6	
Gayle	1999	18	
Gene	1999		160
Genesis	1999	1243	61
Gerry	1999		35
Gianni	1999	74	226
Grayson	1999	126	811
Guadalupe	1999	1301	229
Hadley	1999	198	29
Harley	1999	754	494
Harper	1999	112	44
Haven	1999	291	66
Hayden	1999	268	2413
Hilary	1999	81	
Hunter	1999	844	11484
Imani	1999	1036	43
Infant	1999	350	359
Ira	1999		99
Ivy	1999	759	11
Jackie	1999	182	189
Jade	1999	2788	150
Jaden	1999	579	1688
Jadyn	1999	277	78
Jaeden	1999	34	110
Jaelyn	1999	317	41
Jaiden	1999	214	243
Jaidyn	1999	80	14
Jaime	1999	380	1322
Jaimie	1999	128	11
Jamari	1999	23	177
Jamey	1999	26	28
Jamie	1999	2537	519
Jamison	1999	29	266
Jan	1999	8	107
Jayce	1999	47	209
Jayden	1999	398	1231
Jaylen	1999	122	979
Jaylin	1999	205	417
Jayme	1999	191	52
Jean	1999	109	246
Jensen	1999	172	128
Jerry	1999	9	1299
Jessie	1999	739	581
Jewel	1999	453	13
Jewell	1999	100	12
Jimmie	1999	6	175
Jimmy	1999		1097
Joan	1999	125	92
Jodie	1999	134	18
Jody	1999	80	106
Joey	1999	70	449
Johnie	1999	5	18
Johnnie	1999	36	178
Jordan	1999	5728	13047
Jordin	1999	87	83
Jordon	1999	62	525
Jordyn	1999	1613	124
Journey	1999	217	32
Joy	1999	596	8
Jude	1999	27	153
June	1999	87	6
Justice	1999	521	663
Justine	1999	599	31
Kadence	1999	13	
Kai	1999	145	464
Kamari	1999	45	102
Kameron	1999	219	1205
Kamryn	1999	902	62
Karson	1999	105	150
Karsyn	1999	108	
Karter	1999	12	42
Kasey	1999	823	249
Kay	1999	66	
Kaya	1999	192	14
Kayden	1999	37	141
Kaye	1999	14	
Keagan	1999	39	186
Keegan	1999	83	956
Kellen	1999	25	222
Kelley	1999	235	35
Kelly	1999	3417	195
Kelsey	1999	4400	91
Kendal	1999	207	90
Kendall	1999	1442	626
Kennedy	1999	1892	165
Kenya	1999	456	31
Kerry	1999	200	150
Kieran	1999	59	319
Kiley	1999	590	19
Kim	1999	133	29
Kimberly	1999	5455	13
Kirby	1999	56	86
Kolby	1999	52	407
Kris	1999	12	55
Kristian	1999	169	566
Kyle	1999	66	13768
Kyrie	1999	54	17
Lacy	1999	231	9
Landry	1999	57	46
Landyn	1999	9	29
Lane	1999	73	968
Lashawn	1999	36	55
Laurel	1999	444	
Lauren	1999	13912	37
Laverne	1999		10
Layne	1999	108	211
Lee	1999	81	510
Leigh	1999	150	11
Leighton	1999	34	106
Lennon	1999	6	39
Lennox	1999		21
Lesley	1999	682	21
Leslie	1999	3341	120
Lindsay	1999	1848	17
Lindsey	1999	3415	14
Lindy	1999	79	
Logan	1999	1073	9135
Lois	1999	75	
London	1999	230	122
Lonnie	1999	7	205
Loren	1999	323	123
Lou	1999	6	8
Louie	1999		100
Lupe	1999	13	6
Lynn	1999	164	40
Lyric	1999	333	26
Mackenzie	1999	5424	285
Madden	1999	5	
Madison	1999	18051	173
Marion	1999	102	107
Marley	1999	316	54
Marlo	1999	29	32
Marty	1999	6	70
Mckenzie	1999	2284	72
Mckinley	1999	137	93
Meredith	1999	1139	
Merle	1999		22
Messiah	1999	26	94
Micah	1999	420	1739
Michele	1999	256	17
Mickey	1999	10	97
Milan	1999	90	87
Monroe	1999	7	28
Montana	1999	461	141
Morgan	1999	9605	897
Nakia	1999	166	34
Nikita	1999	320	47
Noel	1999	199	562
Nova	1999	55	10
Oakley	1999	21	37
Odell	1999		28
Ollie	1999	7	14
Ora	1999	13	
Paris	1999	570	173
Parker	1999	247	3011
Patsy	1999	41	
Paxton	1999	72	168
Payton	1999	1393	945
Perry	1999	25	261
Peyton	1999	1355	1381
Phoenix	1999	112	164
Presley	1999	217	52
Quincy	1999	66	419
Quinn	1999	334	990
Raven	1999	1527	188
Ray	1999	12	414
Reagan	1999	865	190
Reece	1999	78	564
Reese	1999	171	500
Regan	1999	611	59
Reilly	1999	324	174
Remington	1999	57	223
Remy	1999	81	84
Rene	1999	78	610
Rickie	1999	9	53
Riley	1999	2312	2970
River	1999	55	358
Robbie	1999	36	93
Robbin	1999	7	
Robin	1999	462	158
Ronnie	1999	51	486
Rory	1999	59	286
Rowan	1999	140	143
Royce	1999	7	158
Rylan	1999	39	297
Rylee	1999	905	120
Rylie	1999	404	32
Sage	1999	521	392
Sammie	1999	17	47
Sandy	1999	329	21
Santana	1999	130	104
Sasha	1999	566	27
Sawyer	1999	59	463
Semaj	1999	36	156
Shannon	1999	2748	308
Shaquille	1999		39
Shaun	1999	23	687
Shawn	1999	45	3098
Shea	1999	281	152
Shelby	1999	5016	171
Shelly	1999	158	
Shiloh	1999	99	86
Shirley	1999	231	
Sidney	1999	1218	353
Skye	1999	507	69
Skylar	1999	2510	694
Skyler	1999	1219	1427
Spencer	1999	115	4192
Stacey	1999	355	55
Stacy	1999	455	69
Sterling	1999	55	392
Stevie	1999	177	66
Sullivan	1999	19	81
Sydney	1999	9648	109
Tate	1999	38	492
Tatum	1999	646	41
Tayler	1999	610	105
Taylor	1999	16905	3070
Teagan	1999	266	68
Teddy	1999	6	96
Tegan	1999	79	32
Terrell	1999	7	705
Terry	1999	44	905
Toby	1999	38	332
Tommie	1999	31	78
Tommy	1999	8	959
Tracey	1999	100	31
Tracy	1999	314	189
Trinity	1999	1479	90
Tristan	1999	194	3841
Tristen	1999	186	804
Tristin	1999	110	417
Unknown	1999	26	16
Van	1999	9	95
Vernon	1999		211
Whitney	1999	1426	18
Willie	1999		668
Zion	1999	167	1070
Addison	2000	983	436
Adrian	2000	212	5334
Adriel	2000	8	134
Aidan	2000	145	3294
Aiden	2000	56	881
Alexis	2000	17627	2714
Ali	2000	235	681
Alijah	2000	55	142
Allie	2000	734	5
Allison	2000	6313	9
Alva	2000	18	11
Amani	2000	308	71
Amari	2000	519	260
Andrea	2000	5473	51
Angel	2000	2832	6304
Antonia	2000	413	10
Ari	2000	25	207
Arian	2000	47	99
Ariel	2000	1752	384
Armani	2000	305	280
Arya	2000	34	46
Asa	2000	16	274
Ashley	2000	17994	82
Ashton	2000	868	1314
Aspen	2000	455	45
Aubrey	2000	1408	189
August	2000	99	310
Avery	2000	1832	1370
Ayden	2000	41	268
Azariah	2000	57	37
Baby	2000	262	281
Bailey	2000	4647	1755
Bennie	2000		69
Bentley	2000	27	39
Beverly	2000	183	
Billie	2000	146	22
Billy	2000	8	669
Blair	2000	218	107
Blakely	2000	57	26
Bobbie	2000	148	15
Bobby	2000	12	730
Braelyn	2000	70	7
Brandy	2000	718	17
Brennan	2000	42	1158
Briley	2000	119	40
Brook	2000	278	33
Brooke	2000	5640	13
Brooks	2000	11	248
Cadence	2000	62	27
Camden	2000	62	731
Cameron	2000	1596	12761
Campbell	2000	48	128
Camryn	2000	1753	105
Carey	2000	39	40
Carmen	2000	1193	66
Carol	2000	321	
Carroll	2000		12
Carson	2000	377	3239
Carter	2000	91	2549
Cary	2000	19	53
Casey	2000	1517	1822
Cassidy	2000	3162	42
Cayden	2000	29	299
Cecil	2000		130
Chandler	2000	326	2130
Channing	2000	65	49
Charley	2000	73	44
Charlie	2000	129	528
Cheyenne	2000	3366	48
Chris	2000	20	650
Christen	2000	138	49
Christian	2000	452	16051
Clare	2000	484	
Cleo	2000	66	16
Clyde	2000		142
Cody	2000	54	7132
Colby	2000	155	1464
Connie	2000	174	
Corey	2000	70	2608
Cortney	2000	273	18
Cory	2000	35	1495
Coty	2000		64
Courtney	2000	5239	185
Cristian	2000	45	2422
Cruz	2000	19	281
Dakota	2000	1086	4553
Dale	2000	12	406
Dallas	2000	243	943
Dana	2000	1015	113
Darby	2000	253	40
Darcy	2000	135	6
Darian	2000	253	599
Darien	2000	64	378
Darnell	2000		274
Daryl	2000	23	232
Dean	2000		695
Dee	2000	7	13
Demetrius	2000	7	679
Deshawn	2000	13	480
Devan	2000	118	460
Deven	2000	40	491
Devin	2000	502	6152
Devon	2000	371	2969
Devyn	2000	335	329
Diamond	2000	2080	44
Dion	2000	19	247
Dominique	2000	1262	422
Dominque	2000	82	45
Domonique	2000	123	33
Donnie	2000		160
Dorian	2000	64	639
Drew	2000	283	1948
Dusty	2000	37	118
Eddie	2000	7	780
Eden	2000	504	68
Elisha	2000	190	277
Elliot	2000	16	503
Elliott	2000	12	405
Ellis	2000	34	209
Emerson	2000	136	170
Emery	2000	103	83
Emory	2000	52	96
Erin	2000	5183	98
Fay	2000	23	
Finley	2000	17	38
Francis	2000	116	559
Frankie	2000	94	235
Freddie	2000		163
Gail	2000	37	
Gale	2000	5	8
Gayle	2000	20	
Gene	2000		122
Genesis	2000	1303	48
Gerry	2000		26
Gianni	2000	52	235
Grayson	2000	160	927
Guadalupe	2000	1309	249
Hadley	2000	235	34
Harley	2000	756	534
Harper	2000	135	47
Haven	2000	295	72
Hayden	2000	348	3044
Hilary	2000	87	
Hunter	2000	714	12534
Imani	2000	1051	41
Infant	2000	210	216
Ira	2000		101
Ivy	2000	879	6
Jackie	2000	142	199
Jade	2000	2862	133
Jaden	2000	752	2520
Jadyn	2000	392	101
Jaeden	2000	57	160
Jaelyn	2000	412	49
Jaiden	2000	313	327
Jaidyn	2000	124	29
Jaime	2000	314	1262
Jaimie	2000	100	9
Jamari	2000	26	230
Jamey	2000	34	20
Jamie	2000	2155	455
Jamison	2000	51	291
Jan	2000	17	192
Jayce	2000	39	321
Jayden	2000	542	1821
Jaylen	2000	145	1514
Jaylin	2000	253	512
Jayme	2000	179	39
Jean	2000	118	291
Jensen	2000	125	144
Jerry	2000	10	1245
Jessie	2000	719	533
Jewel	2000	419	15
Jewell	2000	80	9
Jimmie	2000	12	160
Jimmy	2000	5	1189
Joan	2000	163	169
Jodie	2000	107	5
Jody	2000	67	80
Joey	2000	80	480
Johnie	2000		13
Johnnie	2000	30	160
Jordan	2000	5808	12164
Jordin	2000	108	85
Jordon	2000	82	506
Jordyn	2000	1730	129
Journey	2000	168	27
Joy	2000	607	11
Jude	2000	27	262
June	2000	114	17
Justice	2000	477	656
Justine	2000	583	32
Kadence	2000	18	6
Kai	2000	131	620
Kamari	2000	66	96
Kameron	2000	221	1225
Kamryn	2000	921	74
Karson	2000	88	238
Karsyn	2000	136	5
Karter	2000	11	57
Kasey	2000	750	218
Kay	2000	74	
Kaya	2000	301	14
Kayden	2000	60	211
Kaye	2000	22	
Keagan	2000	57	235
Keegan	2000	122	1080
Kellen	2000	22	267
Kelley	2000	206	31
Kelly	2000	3075	200
Kelsey	2000	3669	62
Kendal	2000	210	95
Kendall	2000	1650	733
Kennedy	2000	2390	160
Kenya	2000	523	28
Kerry	2000	182	135
Kieran	2000	54	415
Kiley	2000	628	6
Kim	2000	116	18
Kimberly	2000	5240	10
Kirby	2000	49	73
Kolby	2000	55	396
Kris	2000	7	56
Kristian	2000	157	591
Kyle	2000	53	11964
Kyrie	2000	47	9
Lacy	2000	205	13
Landry	2000	72	86
Landyn	2000	18	36
Lane	2000	78	1015
Lashawn	2000	36	53
Laurel	2000	463	
Lauren	2000	14172	29
Laverne	2000		7
Layne	2000	95	213
Lee	2000	67	501
Leigh	2000	123	14
Leighton	2000	37	102
Lennon	2000	7	47
Lennox	2000		27
Lesley	2000	658	17
Leslie	2000	3619	137
Lindsay	2000	1799	12
Lindsey	2000	3211	17
Lindy	2000	74	7
Logan	2000	998	9736
Lois	2000	76	6
London	2000	271	174
Lonnie	2000	11	194
Loren	2000	334	138
Lou	2000	9	11
Louie	2000		108
Lupe	2000	15	14
Lynn	2000	168	49
Lyric	2000	285	28
Mackenzie	2000	6348	252
Madden	2000	10	11
Madison	2000	19967	138
Marion	2000	141	102
Marley	2000	337	59
Marlo	2000	36	32
Marty	2000		90
Mckenzie	2000	2526	58
Mckinley	2000	176	111
Memphis	2000	6	12
Meredith	2000	1092	
Merle	2000		25
Messiah	2000	36	109
Micah	2000	392	1975
Michele	2000	247	21
Mickey	2000	16	98
Milan	2000	92	116
Monroe	2000	7	30
Montana	2000	432	141
Morgan	2000	9502	838
Nakia	2000	127	29
Nikita	2000	250	58
Noel	2000	205	616
Nova	2000	66	8
Oakley	2000	26	48
Odell	2000		19
Ollie	2000	12	21
Ora	2000	13	5
Paris	2000	585	198
Parker	2000	254	3099
Pat	2000		6
Patsy	2000	30	
Paxton	2000	68	161
Payton	2000	2058	1581
Perry	2000	30	259
Peyton	2000	1967	2001
Phoenix	2000	136	180
Presley	2000	291	105
Quincy	2000	73	451
Quinn	2000	297	937
Raven	2000	1446	173
Ray	2000	6	435
Reagan	2000	1131	180
Reece	2000	102	660
Reese	2000	249	592
Regan	2000	592	79
Reilly	2000	290	194
Remington	2000	47	205
Remy	2000	88	71
Rene	2000	89	661
Rickie	2000	20	46
Riley	2000	2552	3420
River	2000	51	314
Robbie	2000	22	100
Robbin	2000	6	5
Robin	2000	422	136
Ronnie	2000	33	487
Rory	2000	85	290
Rowan	2000	158	155
Royce	2000		179
Rylan	2000	48	363
Rylee	2000	1102	134
Rylie	2000	397	42
Sage	2000	556	392
Sammie	2000	23	32
Sandy	2000	384	22
Santana	2000	196	124
Sasha	2000	579	36
Sawyer	2000	81	516
Semaj	2000	53	142
Shannon	2000	2179	241
Shaquille	2000		56
Shaun	2000	18	751
Shawn	2000	64	2891
Shea	2000	321	163
Shelby	2000	4557	129
Shelly	2000	147	
Shiloh	2000	96	73
Shirley	2000	259	
Sidney	2000	1221	333
Skye	2000	566	86
Skylar	2000	2502	748
Skyler	2000	1284	1472
Spencer	2000	99	4043
Stacey	2000	350	46
Stacy	2000	425	60
Sterling	2000	73	363
Stevie	2000	192	55
Sullivan	2000	19	85
Sydney	2000	10242	125
Tate	2000	60	546
Tatum	2000	675	43
Tayler	2000	512	105
Taylor	2000	15078	2853
Teagan	2000	266	99
Teddy	2000		89
Tegan	2000	91	32
Terrell	2000	6	608
Terry	2000	30	847
Toby	2000	51	406
Tommie	2000	36	79
Tommy	2000	8	958
Tracey	2000	111	25
Tracy	2000	329	148
Trinity	2000	4284	102
Tristan	2000	206	3530
Tristen	2000	172	864
Tristin	2000	106	427
Unknown	2000	41	39
Van	2000	15	84
Vernon	2000		190
Whitney	2000	1194	23
Willie	2000	7	609
Zion	2000	156	1004
Addison	2001	1162	424
Adrian	2001	189	5424
Adriel	2001	18	137
Aidan	2001	194	4632
Aiden	2001	66	1586
Alexis	2001	16396	2768
Ali	2001	202	715
Alijah	2001	85	172
Allie	2001	777	7
Allison	2001	6209	19
Alva	2001	8	6
Amani	2001	339	89
Amari	2001	599	299
Andrea	2001	5743	39
Angel	2001	3079	6973
Antonia	2001	414	7
Ari	2001	49	248
Arian	2001	39	105
Ariel	2001	1653	404
Armani	2001	303	291
Arya	2001	36	48
Asa	2001	27	286
Ashley	2001	16524	74
Ashton	2001	823	1597
Aspen	2001	467	35
Aubrey	2001	1505	165
August	2001	97	290
Avery	2001	2132	1401
Ayden	2001	55	451
Azariah	2001	83	47
Baby	2001	251	268
Bailey	2001	4339	1234
Bennie	2001	5	70
Bentlee	2001	5	
Bentley	2001	40	74
Beverly	2001	188	
Billie	2001	143	22
Billy	2001	7	676
Blair	2001	154	87
Blakely	2001	57	28
Bobbie	2001	144	18
Bobby	2001	8	654
Braelyn	2001	106	
Brandy	2001	585	25
Brennan	2001	60	1121
Briley	2001	129	44
Brook	2001	252	18
Brooke	2001	5211	9
Brooks	2001	9	237
Cadence	2001	77	32
Camden	2001	120	889
Cameron	2001	1318	11582
Campbell	2001	135	142
Camryn	2001	1596	133
Carey	2001	36	50
Carmen	2001	1173	38
Carol	2001	277	
Carroll	2001		14
Carson	2001	352	3941
Carter	2001	80	3434
Cary	2001	13	49
Casey	2001	1283	1556
Cassidy	2001	3029	39
Cayden	2001	33	398
Cecil	2001	6	121
Chandler	2001	240	1792
Channing	2001	58	64
Charley	2001	73	37
Charlie	2001	138	553
Cheyenne	2001	2873	46
Chris	2001	20	693
Christen	2001	126	41
Christian	2001	400	15444
Clare	2001	461	
Cleo	2001	74	5
Clyde	2001		117
Cody	2001	67	6572
Colby	2001	120	3859
Connie	2001	179	
Corey	2001	61	2240
Cortney	2001	171	20
Cory	2001	33	1263
Coty	2001	5	53
Courtney	2001	4173	174
Cristian	2001	28	2630
Cruz	2001	26	333
Dakota	2001	942	3979
Dale	2001	22	613
Dallas	2001	208	878
Dana	2001	944	99
Darby	2001	217	36
Darcy	2001	169	6
Darian	2001	214	561
Darien	2001	65	330
Darnell	2001		264
Daryl	2001	17	198
Dean	2001	5	744
Dee	2001	10	9
Demetrius	2001	9	672
Deshawn	2001	9	443
Devan	2001	130	501
Deven	2001	32	465
Devin	2001	410	6037
Devon	2001	294	2722
Devyn	2001	306	326
Diamond	2001	1943	56
Dion	2001	13	221
Dominique	2001	1043	367
Dominque	2001	44	35
Domonique	2001	105	36
Donnie	2001	5	144
Dorian	2001	75	602
Drew	2001	264	1565
Dusty	2001	28	102
Eddie	2001		679
Eden	2001	739	76
Elisha	2001	174	300
Elliot	2001	11	539
Elliott	2001	19	391
Ellis	2001	50	167
Emerson	2001	183	224
Emery	2001	106	84
Emory	2001	75	77
Erin	2001	4957	108
Fay	2001	17	
Finley	2001	11	35
Francis	2001	94	544
Frankie	2001	91	224
Freddie	2001	5	167
Gail	2001	28	
Gayle	2001	30	
Gene	2001	5	129
Genesis	2001	1417	51
Gerry	2001		38
Gianni	2001	63	214
Grayson	2001	190	874
Guadalupe	2001	1342	234
Hadley	2001	266	33
Harley	2001	820	527
Harper	2001	176	58
Haven	2001	391	99
Hayden	2001	365	3262
Hilary	2001	84	
Hunter	2001	628	11333
Imani	2001	1047	31
Infant	2001	110	109
Ira	2001	10	88
Ivy	2001	836	8
Jackie	2001	134	177
Jade	2001	3279	160
Jaden	2001	1045	3350
Jadyn	2001	597	177
Jaeden	2001	66	200
Jaelyn	2001	460	39
Jaiden	2001	451	494
Jaidyn	2001	217	46
Jaime	2001	296	1339
Jaimie	2001	80	12
Jamari	2001	33	315
Jamey	2001	26	20
Jamie	2001	1945	462
Jamison	2001	77	324
Jan	2001	15	214
Jayce	2001	45	308
Jayden	2001	810	2833
Jaylen	2001	163	1425
Jaylin	2001	264	472
Jayme	2001	192	41
Jean	2001	112	286
Jensen	2001	123	109
Jerry	2001	6	1249
Jessie	2001	610	593
Jewel	2001	417	14
Jewell	2001	79	
Jimmie	2001	10	154
Jimmy	2001		1105
Joan	2001	141	186
Jodie	2001	110	6
Jody	2001	53	92
Joey	2001	95	435
Johnie	2001		13
Johnnie	2001	20	159
Jordan	2001	5800	10812
Jordin	2001	104	86
Jordon	2001	66	427
Jordyn	2001	1884	169
Journey	2001	235	35
Joy	2001	579	7
Jude	2001	37	342
June	2001	96	6
Justice	2001	622	715
Justine	2001	482	41
Kadence	2001	12	7
Kai	2001	128	718
Kamari	2001	70	129
Kameron	2001	201	1237
Kamryn	2001	996	83
Karson	2001	89	254
Karsyn	2001	156	7
Karter	2001	9	102
Kasey	2001	617	171
Kay	2001	72	
Kaya	2001	410	56
Kayden	2001	89	278
Kaye	2001	13	
Keagan	2001	50	255
Keegan	2001	112	1158
Kellen	2001	15	242
Kelley	2001	155	32
Kelly	2001	2813	174
Kelsey	2001	3266	70
Kendal	2001	211	85
Kendall	2001	1524	577
Kennedy	2001	2406	185
Kenya	2001	466	31
Kerry	2001	148	142
Kieran	2001	55	410
Kiley	2001	643	15
Kim	2001	100	26
Kimberly	2001	4878	11
Kirby	2001	41	82
Kolby	2001	42	739
Kris	2001	6	74
Kristian	2001	116	587
Kyle	2001	56	10567
Kyrie	2001	36	24
Lacy	2001	211	6
Landry	2001	84	77
Landyn	2001	24	50
Lane	2001	69	894
Lashawn	2001	31	56
Laurel	2001	399	
Lauren	2001	12778	29
Laverne	2001		5
Layne	2001	111	199
Lee	2001	56	513
Leigh	2001	116	11
Leighton	2001	31	110
Lennon	2001	16	79
Lennox	2001		22
Lesley	2001	509	9
Leslie	2001	3611	125
Lindsay	2001	1502	9
Lindsey	2001	3050	22
Lindy	2001	79	
Logan	2001	1041	12710
Lois	2001	83	
London	2001	270	185
Lonnie	2001	7	179
Loren	2001	279	119
Lou	2001	8	20
Louie	2001		86
Lupe	2001	24	7
Lynn	2001	153	27
Lyric	2001	280	23
Mackenzie	2001	6934	171
Madden	2001	9	9
Madison	2001	22158	126
Marion	2001	120	106
Marley	2001	423	60
Marlo	2001	31	29
Marty	2001	9	65
Mckenzie	2001	2471	48
Mckinley	2001	172	94
Memphis	2001	31	113
Meredith	2001	955	
Merle	2001		29
Messiah	2001	15	99
Micah	2001	399	2112
Michele	2001	265	26
Mickey	2001	9	81
Milan	2001	107	108
Monroe	2001	9	30
Montana	2001	374	143
Morgan	2001	8733	782
Nakia	2001	136	24
Nikita	2001	214	59
Noel	2001	210	583
Nova	2001	86	19
Oakley	2001	18	50
Odell	2001		20
Ollie	2001	10	20
Ora	2001	13	
Paris	2001	541	143
Parker	2001	316	3187
Patsy	2001	37	
Paxton	2001	43	162
Payton	2001	1984	1313
Perry	2001	25	237
Peyton	2001	1883	2114
Phoenix	2001	155	302
Presley	2001	292	114
Quincy	2001	80	562
Quinn	2001	306	937
Raven	2001	1355	177
Ray	2001	6	359
Reagan	2001	1447	235
Reece	2001	104	797
Reese	2001	303	646
Regan	2001	747	63
Reilly	2001	324	202
Remington	2001	38	192
Remy	2001	64	91
Rene	2001	65	591
Rickie	2001	6	51
Riley	2001	3044	3650
River	2001	72	323
Robbie	2001	20	84
Robbin	2001	11	
Robin	2001	358	132
Ronnie	2001	56	460
Rory	2001	142	236
Rowan	2001	174	197
Royce	2001		130
Rylan	2001	51	458
Rylee	2001	1329	154
Rylie	2001	499	47
Sage	2001	588	383
Sammie	2001	22	24
Sandy	2001	322	18
Santana	2001	90	104
Sasha	2001	662	28
Sawyer	2001	62	471
Semaj	2001	65	246
Shannon	2001	1906	209
Shaquille	2001		43
Shaun	2001	12	654
Shawn	2001	43	2627
Shea	2001	327	187
Shelby	2001	4366	101
Shelly	2001	125	5
Shiloh	2001	75	76
Shirley	2001	305	
Sidney	2001	1053	315
Skye	2001	602	56
Skylar	2001	2341	734
Skyler	2001	1144	1506
Spencer	2001	84	3729
Stacey	2001	344	44
Stacy	2001	417	56
Sterling	2001	55	394
Stevie	2001	173	63
Sullivan	2001	13	124
Sydney	2001	9636	109
Tate	2001	42	563
Tatum	2001	696	37
Tayler	2001	438	79
Taylor	2001	13686	2309
Teagan	2001	321	113
Teddy	2001	8	86
Tegan	2001	109	48
Terrell	2001	6	531
Terry	2001	36	802
Toby	2001	71	413
Tommie	2001	36	80
Tommy	2001	6	841
Tracey	2001	93	32
Tracy	2001	297	141
Trinity	2001	4478	106
Tristan	2001	197	3575
Tristen	2001	210	886
Tristin	2001	102	443
Unknown	2001	28	14
Van	2001	16	97
Vernon	2001		179
Whitney	2001	898	11
Willie	2001		608
Zion	2001	143	867
Addison	2002	1455	401
Adrian	2002	196	5679
Adriel	2002	21	176
Aidan	2002	191	6951
Aiden	2002	78	2831
Alexis	2002	15631	2379
Ali	2002	193	869
Alijah	2002	56	266
Allie	2002	799	
Allison	2002	6237	16
Alva	2002	13	
Amani	2002	372	71
Amari	2002	676	505
Andrea	2002	5117	34
Angel	2002	3095	8184
Antonia	2002	399	9
Ari	2002	57	248
Arian	2002	52	93
Ariel	2002	1547	441
Armani	2002	248	222
Arya	2002	54	79
Asa	2002	25	277
Ashley	2002	15336	61
Ashton	2002	781	1853
Aspen	2002	482	37
Aubrey	2002	1640	171
August	2002	97	281
Avery	2002	2587	1387
Ayden	2002	92	861
Azariah	2002	107	46
Baby	2002	237	227
Bailey	2002	3660	851
Bennie	2002		65
Bentlee	2002	5	
Bentley	2002	36	70
Beverly	2002	184	
Billie	2002	116	19
Billy	2002		582
Blair	2002	166	70
Blakely	2002	49	18
Bobbie	2002	113	11
Bobby	2002	6	644
Braelyn	2002	83	8
Brandy	2002	558	27
Brennan	2002	58	1121
Briley	2002	146	63
Brook	2002	194	18
Brooke	2002	5336	8
Brooks	2002	14	236
Cadence	2002	232	50
Camden	2002	125	1039
Cameron	2002	1236	10336
Campbell	2002	197	143
Camryn	2002	1268	126
Carey	2002	28	49
Carmen	2002	1020	63
Carol	2002	272	
Carroll	2002		10
Carson	2002	293	3597
Carter	2002	66	3480
Cary	2002	8	34
Casey	2002	1031	1398
Cassidy	2002	2633	34
Cayden	2002	51	699
Cecil	2002		106
Chandler	2002	223	1417
Channing	2002	56	49
Charley	2002	93	45
Charlie	2002	170	599
Cheyenne	2002	2707	40
Chris	2002	15	684
Christen	2002	112	40
Christian	2002	310	14585
Clare	2002	433	
Cleo	2002	69	11
Clyde	2002		112
Cody	2002	51	5934
Colby	2002	119	3118
Connie	2002	148	
Corey	2002	61	2105
Cortney	2002	141	17
Cory	2002	30	1118
Coty	2002		50
Courtney	2002	3578	143
Cristian	2002	23	2685
Cruz	2002	35	302
Dakota	2002	950	3484
Dale	2002	13	466
Dallas	2002	209	804
Dana	2002	892	83
Darby	2002	235	35
Darcy	2002	145	15
Darian	2002	180	486
Darien	2002	34	327
Darnell	2002		262
Daryl	2002	11	181
Dean	2002		711
Dee	2002	6	10
Demetrius	2002		584
Deshawn	2002		396
Devan	2002	82	441
Deven	2002	31	447
Devin	2002	311	5433
Devon	2002	280	2394
Devyn	2002	245	281
Diamond	2002	1579	34
Dion	2002	11	200
Dominique	2002	829	378
Dominque	2002	49	33
Domonique	2002	68	21
Donnie	2002		142
Dorian	2002	64	586
Drew	2002	214	1575
Dusty	2002	20	102
Eddie	2002		680
Eden	2002	821	93
Elisha	2002	166	336
Elliot	2002	29	570
Elliott	2002	31	417
Ellis	2002	39	177
Emerson	2002	280	223
Emery	2002	133	94
Emory	2002	83	86
Erin	2002	4144	97
Fay	2002	23	
Finley	2002	27	42
Francis	2002	98	464
Frankie	2002	95	232
Freddie	2002	5	160
Gail	2002	29	
Gale	2002		5
Gayle	2002	11	
Gene	2002		99
Genesis	2002	1371	61
Gerry	2002		35
Gianni	2002	78	249
Grayson	2002	156	929
Guadalupe	2002	1296	223
Hadley	2002	261	34
